op,case,calc_ms,spot_ms,spot2_ms,nodes,cells,linked,note
inclusion,2state1ap2acc_parity_2695495705_c×3state1ap0acc_076422,0.0061,0.0026,,34,1156,126,
inclusion,2state1ap2acc_parity_2697937154_c×3state1ap0acc_077924,0.0058,0.0024,,37,1369,89,
inclusion,2state1ap2acc_parity_2697937154×3state1ap0acc_031912,0.0085,0.0034,,64,4096,148,
inclusion,2state1ap2acc_parity_2727298372_c×3state1ap0acc_076420,0.0083,0.0027,,65,4225,136,
inclusion,2state1ap2acc_parity_2727298372×3state1ap0acc_004788_c,0.0056,0.0029,,20,400,69,
inclusion,2state1ap2acc_parity_2751987743_c×3state1ap0acc_005134_c,0.0033,0.0023,,15,225,43,
inclusion,2state1ap2acc_parity_2751987743_c×3state1ap0acc_080036_c,0.0028,0.0021,,12,144,37,
inclusion,2state1ap2acc_parity_2823242831_c×3state1ap0acc_006440,0.0062,0.0024,,56,3136,131,
inclusion,2state1ap2acc_parity_2823242831×3state1ap0acc_024912_c,0.0121,0.0027,,69,4761,143,
inclusion,2state1ap2acc_parity_2823242831×3state1ap0acc_026644_c,0.0086,0.0026,,76,5776,157,
inclusion,2state1ap2acc_parity_2856797194_c×3state1ap0acc_029205_c,0.0048,0.0028,,37,1369,40,
inclusion,2state1ap2acc_parity_2856797194×3state1ap0acc_029705,0.009,0.0027,,94,8836,279,
inclusion,3state1ap0acc_004229_c×3state1ap0acc_004708,0.0057,0.0021,,40,1600,89,
inclusion,3state1ap0acc_004230_c×3state1ap0acc_070796,0.0109,0.0029,,131,17161,474,
inclusion,3state1ap0acc_004230×3state1ap0acc_025296,0.0092,0.0029,,82,6724,231,
inclusion,3state1ap0acc_004230×3state1ap0acc_025704_c,0.0078,0.0028,,18,324,32,
inclusion,3state1ap0acc_004236×3state1ap0acc_012744,0.0076,0.0025,,28,784,36,
inclusion,3state1ap0acc_004237_c×3state1ap0acc_015364_c,0.0066,0.0025,,61,3721,81,
inclusion,3state1ap0acc_004244_c×3state1ap0acc_025172_c,0.0094,0.0029,,94,8836,323,
inclusion,3state1ap0acc_004248×3state1ap0acc_073928_c,0.0043,0.0023,,34,1156,62,
inclusion,3state1ap0acc_004260_c×3state1ap0acc_070292_c,0.0053,0.0029,,46,2116,97,
inclusion,3state1ap0acc_004260×3state1ap0acc_025137,0.0072,0.0028,,36,1296,41,
inclusion,3state1ap0acc_004262×3state1ap0acc_029321_c,0.0107,0.0028,,76,5776,124,
inclusion,3state1ap0acc_004264_c×3state1ap0acc_080906,0.0098,0.0027,,104,10816,173,
inclusion,3state1ap0acc_004276×3state1ap0acc_024924,0.0064,0.0026,,61,3721,185,
inclusion,3state1ap0acc_004280_c×3state1ap0acc_005156,0.01,0.0021,,86,7396,63,
inclusion,3state1ap0acc_004358_c×3state1ap0acc_091816,0.0068,0.0026,,61,3721,183,
inclusion,3state1ap0acc_004358×3state1ap0acc_029732_c,0.0096,0.003,,117,13689,447,
inclusion,3state1ap0acc_004360_c×3state1ap0acc_061512,0.0034,0.0021,,17,289,14,
inclusion,3state1ap0acc_004360×3state1ap0acc_075348_c,0.0265,0.0028,,56,3136,226,
inclusion,3state1ap0acc_004361×3state1ap0acc_075080_c,0.0038,0.0025,,19,361,57,
inclusion,3state1ap0acc_004362×3state1ap0acc_025112_c,0.0066,0.0021,,21,441,20,
inclusion,3state1ap0acc_004362×3state1ap0acc_070260,0.018,0.0029,,78,6084,246,
inclusion,3state1ap0acc_004364_c×3state1ap0acc_022049_c,0.0076,0.0028,,63,3969,318,
inclusion,3state1ap0acc_004364_c×3state1ap0acc_025637,0.008,0.0025,,67,4489,255,
inclusion,3state1ap0acc_004376_c×3state1ap0acc_029028,0.0053,0.0022,,33,1089,98,
inclusion,3state1ap0acc_004388×3state1ap0acc_004646_c,0.0047,0.0025,,23,529,28,
inclusion,3state1ap0acc_004390_c×3state1ap0acc_025253_c,0.0045,0.0022,,25,625,46,
inclusion,3state1ap0acc_004390_c×3state1ap0acc_074788_c,0.0056,0.0026,,50,2500,82,
inclusion,3state1ap0acc_004392×3state1ap0acc_079878_c,0.0056,0.0026,,39,1521,154,
inclusion,3state1ap0acc_004394×3state1ap0acc_029253,0.0057,0.0026,,43,1849,69,
inclusion,3state1ap0acc_004424×3state1ap0acc_012550_c,0.0114,0.0021,,18,324,29,
inclusion,3state1ap0acc_004522×3state1ap0acc_073830_c,0.0127,0.0031,,134,17956,159,
inclusion,3state1ap0acc_004568_c×3state1ap0acc_030029_c,0.0072,0.0032,,74,5476,128,
inclusion,3state1ap0acc_004568×3state1ap0acc_025257,0.0186,0.0032,,197,38809,383,
inclusion,3state1ap0acc_004613_c×3state1ap0acc_006662_c,0.0047,0.0023,,26,676,57,
inclusion,3state1ap0acc_004613×3state1ap0acc_012622_c,0.0031,0.0022,,15,225,32,
inclusion,3state1ap0acc_004628×3state1ap0acc_075780,0.0048,0.0023,,30,900,43,
inclusion,3state1ap0acc_004630_c×3state1ap0acc_074245_c,0.0041,0.0029,,22,484,30,
inclusion,3state1ap0acc_004632_c×3state1ap0acc_025624,0.0048,0.0024,,23,529,38,
inclusion,3state1ap0acc_004644×3state1ap0acc_006152_c,0.1187,0.0023,,29,841,24,
inclusion,3state1ap0acc_004645×3state1ap0acc_025633,0.009,0.0032,,90,8100,78,
inclusion,3state1ap0acc_004646_c×3state1ap0acc_029700_c,0.0064,0.0027,,47,2209,126,
inclusion,3state1ap0acc_004646×3state1ap0acc_005670_c,0.0058,0.0029,,42,1764,104,
inclusion,3state1ap0acc_004648×3state1ap0acc_029784,0.1612,0.0024,,35,1225,128,
inclusion,3state1ap0acc_004648×3state1ap0acc_092696,0.0429,0.0022,,18,324,63,
inclusion,3state1ap0acc_004649_c×3state1ap0acc_024752_c,0.0057,0.0023,,35,1225,66,
inclusion,3state1ap0acc_004649×3state1ap0acc_024674_c,0.0046,0.0027,,32,1024,45,
inclusion,3state1ap0acc_004652_c×3state1ap0acc_080389_c,0.0056,0.0029,,49,2401,116,
inclusion,3state1ap0acc_004660_c×3state1ap0acc_005686,0.0073,0.0027,,77,5929,91,
inclusion,3state1ap0acc_004664_c×3state1ap0acc_005774,0.0064,0.0022,,22,484,36,
inclusion,3state1ap0acc_004664×3state1ap0acc_075918_c,0.0093,0.0037,,103,10609,172,
inclusion,3state1ap0acc_004668×3state1ap0acc_028813,0.0132,0.0021,,21,441,33,
inclusion,3state1ap0acc_004676_c×3state1ap0acc_007336_c,0.0061,0.0022,,48,2304,74,
inclusion,3state1ap0acc_004677_c×3state1ap0acc_007304,0.0057,0.0023,,48,2304,59,
inclusion,3state1ap0acc_004708×3state1ap0acc_024673_c,0.0082,0.0024,,94,8836,136,
inclusion,3state1ap0acc_004709_c×3state1ap0acc_025091,0.004,0.002,,25,625,64,
inclusion,3state1ap0acc_004709×3state1ap0acc_061698_c,0.0043,0.0027,,26,676,63,
inclusion,3state1ap0acc_004741×3state1ap0acc_025172_c,0.0075,0.003,,79,6241,310,
inclusion,3state1ap0acc_004745×3state1ap0acc_086624_c,0.006,0.0027,,54,2916,126,
inclusion,3state1ap0acc_004748×3state1ap0acc_013401,0.1137,0.0025,,29,841,83,
inclusion,3state1ap0acc_004760×3state1ap0acc_005284,0.0149,0.003,,137,18769,117,
inclusion,3state1ap0acc_004773×3state1ap0acc_027185,0.0062,0.0027,,18,324,83,
inclusion,3state1ap0acc_004776_c×3state1ap0acc_005294_c,0.0093,0.0024,,96,9216,142,
inclusion,3state1ap0acc_004776×3state1ap0acc_006808_c,0.2573,0.0026,,43,1849,114,
inclusion,3state1ap0acc_004776×3state1ap0acc_024944,0.0267,0.0035,,230,52900,522,
inclusion,3state1ap0acc_004776×3state1ap0acc_080072_c,0.0085,0.0028,,87,7569,295,
inclusion,3state1ap0acc_004788×3state1ap0acc_021542_c,0.0077,0.0033,,78,6084,96,
inclusion,3state1ap0acc_004804_c×3state1ap0acc_006152_c,0.0056,0.0023,,17,289,27,
inclusion,3state1ap0acc_004804_c×3state1ap0acc_006684_c,0.006,0.0023,,27,729,82,
inclusion,3state1ap0acc_004804×3state1ap0acc_005402,0.0048,0.0022,,19,361,72,
inclusion,3state1ap0acc_005128_c×3state1ap0acc_090768,0.0049,0.0025,,38,1444,69,
inclusion,3state1ap0acc_005156×3state1ap0acc_006470,0.8114,0.0029,,81,6561,266,
inclusion,3state1ap0acc_005158_c×3state1ap0acc_029734,0.0116,0.0032,,124,15376,346,
inclusion,3state1ap0acc_005160_c×3state1ap0acc_073862_c,0.004,0.0024,,26,676,36,
inclusion,3state1ap0acc_005160×3state1ap0acc_096393_c,0.0077,0.0031,,58,3364,130,
inclusion,3state1ap0acc_005164_c×3state1ap0acc_080393_c,0.0092,0.0035,,110,12100,215,
inclusion,3state1ap0acc_005252×3state1ap0acc_106912_c,0.0124,0.0031,,155,24025,210,
inclusion,3state1ap0acc_005257_c×3state1ap0acc_074852_c,0.014,0.0029,,191,36481,361,
inclusion,3state1ap0acc_005257×3state1ap0acc_024948,0.0183,0.0036,,222,49284,311,
inclusion,3state1ap0acc_005260_c×3state1ap0acc_021224,0.021,0.0022,,280,78400,216,
inclusion,3state1ap0acc_005262_c×3state1ap0acc_090692,0.026,0.004,,334,111556,251,
inclusion,3state1ap0acc_005262×3state1ap0acc_074765,0.0153,0.0039,,194,37636,458,
inclusion,3state1ap0acc_005268_c×3state1ap0acc_005530_c,0.0128,0.0033,,129,16641,187,
inclusion,3state1ap0acc_005268_c×3state1ap0acc_021224_c,0.0077,0.0023,,63,3969,230,
inclusion,3state1ap0acc_005284_c×3state1ap0acc_005732_c,0.0198,0.0033,,230,52900,234,
inclusion,3state1ap0acc_005284_c×3state1ap0acc_006185_c,0.0077,0.0021,,79,6241,90,
inclusion,3state1ap0acc_005286_c×3state1ap0acc_021224,0.0215,0.0025,,302,91204,399,
inclusion,3state1ap0acc_005292×3state1ap0acc_024928,0.0126,0.0042,,136,18496,139,
inclusion,3state1ap0acc_005294×3state1ap0acc_007320,0.0126,0.0023,,160,25600,152,
inclusion,3state1ap0acc_005300×3state1ap0acc_029090_c,0.0169,0.0031,,193,37249,453,
inclusion,3state1ap0acc_005382_c×3state1ap0acc_005654,0.007,0.0025,,66,4356,275,
inclusion,3state1ap0acc_005384_c×3state1ap0acc_024705,0.0036,0.0024,,19,361,30,
inclusion,3state1ap0acc_005386_c×3state1ap0acc_024920,0.0098,0.0023,,110,12100,208,
inclusion,3state1ap0acc_005388×3state1ap0acc_025091_c,0.1062,0.0022,,25,625,81,
inclusion,3state1ap0acc_005390_c×3state1ap0acc_061858,0.0076,0.003,,72,5184,164,
inclusion,3state1ap0acc_005400_c×3state1ap0acc_025889_c,0.0066,0.0031,,63,3969,199,
inclusion,3state1ap0acc_005404_c×3state1ap0acc_007450,0.0075,0.003,,73,5329,156,
inclusion,3state1ap0acc_005412×3state1ap0acc_025112_c,0.2658,0.0027,,43,1849,115,
inclusion,3state1ap0acc_005412×3state1ap0acc_077381,0.4666,0.0031,,56,3136,170,
inclusion,3state1ap0acc_005414_c×3state1ap0acc_012554_c,0.0132,0.0027,,37,1369,112,
inclusion,3state1ap0acc_005414×3state1ap0acc_025882_c,0.0072,0.0034,,68,4624,218,
inclusion,3state1ap0acc_005420_c×3state1ap0acc_075781_c,0.0067,0.0026,,60,3600,105,
inclusion,3state1ap0acc_005512_c×3state1ap0acc_096408_c,0.011,0.0029,,126,15876,184,
inclusion,3state1ap0acc_005512×3state1ap0acc_079428,0.0136,0.0038,,154,23716,291,
inclusion,3state1ap0acc_005514×3state1ap0acc_007320_c,0.0122,0.0032,,126,15876,162,
inclusion,3state1ap0acc_005514×3state1ap0acc_079944_c,0.0173,0.0038,,219,47961,309,
inclusion,3state1ap0acc_005528_c×3state1ap0acc_005700,0.0105,0.0035,,120,14400,329,
inclusion,3state1ap0acc_005528×3state1ap0acc_027157,0.0113,0.003,,143,20449,289,
inclusion,3state1ap0acc_005530×3state1ap0acc_031248_c,0.0105,0.0041,,128,16384,120,
inclusion,3state1ap0acc_005636_c×3state1ap0acc_029090_c,0.007,0.0029,,69,4761,82,
inclusion,3state1ap0acc_005636_c×3state1ap0acc_077900,0.0058,0.0023,,40,1600,59,
inclusion,3state1ap0acc_005637_c×3state1ap0acc_006430,0.0111,0.0033,,131,17161,210,
inclusion,3state1ap0acc_005637×3state1ap0acc_006456,0.0059,0.0023,,55,3025,130,
inclusion,3state1ap0acc_005644_c×3state1ap0acc_024673,0.0104,0.0026,,116,13456,106,
inclusion,3state1ap0acc_005652_c×3state1ap0acc_006470,0.012,0.0038,,136,18496,423,
inclusion,3state1ap0acc_005652_c×3state1ap0acc_080036,0.0113,0.0032,,97,9409,215,
inclusion,3state1ap0acc_005652×3state1ap0acc_025968,1.2388,0.0028,,95,9025,458,
inclusion,3state1ap0acc_005652×3state1ap0acc_030112,0.011,0.0036,,90,8100,283,
inclusion,3state1ap0acc_005654×3state1ap0acc_006156,0.0119,0.003,,139,19321,197,
inclusion,3state1ap0acc_005654×3state1ap0acc_090756,0.0104,0.003,,129,16641,212,
inclusion,3state1ap0acc_005669×3state1ap0acc_029205,0.0073,0.003,,61,3721,135,
inclusion,3state1ap0acc_005669×3state1ap0acc_076074_c,0.0123,0.0035,,146,21316,231,
inclusion,3state1ap0acc_005670_c×3state1ap0acc_070276,0.0057,0.0032,,46,2116,102,
inclusion,3state1ap0acc_005670×3state1ap0acc_030726_c,0.0089,0.0037,,89,7921,138,
inclusion,3state1ap0acc_005673×3state1ap0acc_091213,0.0133,0.0032,,75,5625,155,
inclusion,3state1ap0acc_005686_c×3state1ap0acc_029288,0.0094,0.0029,,112,12544,150,
inclusion,3state1ap0acc_005732_c×3state1ap0acc_029189_c,0.0066,0.0029,,63,3969,177,
inclusion,3state1ap0acc_005772_c×3state1ap0acc_021778,0.0232,0.004,,314,98596,333,
inclusion,3state1ap0acc_005774_c×3state1ap0acc_071880,0.0047,0.0025,,33,1089,83,
inclusion,3state1ap0acc_005774×3state1ap0acc_015380,0.0069,0.0029,,58,3364,157,
inclusion,3state1ap0acc_005780_c×3state1ap0acc_013864_c,0.0198,0.0033,,251,63001,434,
inclusion,3state1ap0acc_005788×3state1ap0acc_069894,0.0085,0.0024,,93,8649,316,
inclusion,3state1ap0acc_005796×3state1ap0acc_029864_c,0.008,0.0038,,81,6561,119,
inclusion,3state1ap0acc_005800×3state1ap0acc_106636,0.008,0.0027,,62,3844,104,
inclusion,3state1ap0acc_005812_c×3state1ap0acc_013337,0.0099,0.003,,116,13456,307,
inclusion,3state1ap0acc_005812_c×3state1ap0acc_070296_c,0.0124,0.0034,,93,8649,261,
inclusion,3state1ap0acc_005812×3state1ap0acc_013909_c,0.0217,0.0041,,284,80656,372,
inclusion,3state1ap0acc_005812×3state1ap0acc_080452_c,0.0147,0.0038,,203,41209,320,
inclusion,3state1ap0acc_005816_c×3state1ap0acc_007432_c,0.0107,0.0039,,92,8464,161,
inclusion,3state1ap0acc_005816_c×3state1ap0acc_013326,0.0218,0.0038,,307,94249,366,
inclusion,3state1ap0acc_005860×3state1ap0acc_079428,0.0209,0.0039,,132,17424,319,
inclusion,3state1ap0acc_006148×3state1ap0acc_025261,0.0571,0.0024,,20,400,38,
inclusion,3state1ap0acc_006149×3state1ap0acc_021089,0.006,0.0025,,50,2500,122,
inclusion,3state1ap0acc_006149×3state1ap0acc_025701_c,0.0081,0.0028,,93,8649,347,
inclusion,3state1ap0acc_006153×3state1ap0acc_007316,0.0049,0.0022,,33,1089,72,
inclusion,3state1ap0acc_006154_c×3state1ap0acc_071308_c,0.0064,0.0025,,64,4096,215,
inclusion,3state1ap0acc_006154×3state1ap0acc_006180_c,0.1268,0.0023,,30,900,46,
inclusion,3state1ap0acc_006156_c×3state1ap0acc_029201,0.0069,0.0032,,46,2116,59,
inclusion,3state1ap0acc_006156×3state1ap0acc_073994,0.0053,0.0027,,31,961,22,
inclusion,3state1ap0acc_006164_c×3state1ap0acc_070212,0.0041,0.0022,,25,625,58,
inclusion,3state1ap0acc_006166_c×3state1ap0acc_025648_c,0.0094,0.0028,,105,11025,87,
inclusion,3state1ap0acc_006166_c×3state1ap0acc_029185,0.0049,0.0023,,28,784,57,
inclusion,3state1ap0acc_006168_c×3state1ap0acc_074404,0.0106,0.0024,,94,8836,319,
inclusion,3state1ap0acc_006172_c×3state1ap0acc_006204,0.0048,0.0021,,39,1521,82,
inclusion,3state1ap0acc_006172×3state1ap0acc_030860,0.0083,0.0029,,91,8281,275,
inclusion,3state1ap0acc_006182×3state1ap0acc_024922,0.006,0.0027,,45,2025,103,
inclusion,3state1ap0acc_006184_c×3state1ap0acc_073806_c,0.0052,0.0026,,40,1600,47,
inclusion,3state1ap0acc_006185_c×3state1ap0acc_073880,0.0062,0.0023,,33,1089,55,
inclusion,3state1ap0acc_006198×3state1ap0acc_025120,0.005,0.0024,,25,625,62,
inclusion,3state1ap0acc_006204_c×3state1ap0acc_091468_c,0.0087,0.0027,,74,5476,151,
inclusion,3state1ap0acc_006204×3state1ap0acc_029864,0.006,0.0029,,42,1764,84,
inclusion,3state1ap0acc_006276_c×3state1ap0acc_006788,0.0037,0.0023,,21,441,46,
inclusion,3state1ap0acc_006284×3state1ap0acc_025834,0.3168,0.0027,,47,2209,79,
inclusion,3state1ap0acc_006286_c×3state1ap0acc_025904_c,0.015,0.003,,204,41616,264,
inclusion,3state1ap0acc_006286_c×3state1ap0acc_026257_c,0.0124,0.0037,,146,21316,279,
inclusion,3state1ap0acc_006286×3state1ap0acc_092164,0.0124,0.0034,,103,10609,187,
inclusion,3state1ap0acc_006292_c×3state1ap0acc_086232,0.0099,0.003,,119,14161,302,
inclusion,3state1ap0acc_006292×3state1ap0acc_075800,0.0077,0.0032,,51,2601,65,
inclusion,3state1ap0acc_006296×3state1ap0acc_007470_c,0.0056,0.0031,,53,2809,116,
inclusion,3state1ap0acc_006300×3state1ap0acc_024657,0.0056,0.0027,,27,729,57,
inclusion,3state1ap0acc_006310×3state1ap0acc_006413_c,1.3211,0.0024,,85,7225,265,
inclusion,3state1ap0acc_006310×3state1ap0acc_030856,0.0051,0.0024,,36,1296,103,
inclusion,3state1ap0acc_006324_c×3state1ap0acc_025618,0.0077,0.0025,,66,4356,219,
inclusion,3state1ap0acc_006328×3state1ap0acc_024698_c,0.0131,0.0032,,155,24025,157,
inclusion,3state1ap0acc_006328×3state1ap0acc_078118,0.006,0.0026,,39,1521,90,
inclusion,3state1ap0acc_006328×3state1ap0acc_112652_c,0.0151,0.0036,,209,43681,286,
inclusion,3state1ap0acc_006406×3state1ap0acc_070244_c,0.0104,0.0027,,119,14161,376,
inclusion,3state1ap0acc_006409_c×3state1ap0acc_007692_c,0.0159,0.0024,,214,45796,316,
inclusion,3state1ap0acc_006409×3state1ap0acc_076868_c,0.0166,0.0031,,212,44944,315,
inclusion,3state1ap0acc_006409×3state1ap0acc_092686,0.4031,0.0024,,54,2916,75,
inclusion,3state1ap0acc_006412_c×3state1ap0acc_061858_c,0.0099,0.0028,,116,13456,164,
inclusion,3state1ap0acc_006424×3state1ap0acc_092169,0.02,0.0038,,100,10000,142,
inclusion,3state1ap0acc_006426_c×3state1ap0acc_075781,0.0087,0.0029,,73,5329,86,
inclusion,3state1ap0acc_006426×3state1ap0acc_025192,0.0071,0.0034,,60,3600,145,
inclusion,3state1ap0acc_006426×3state1ap0acc_092360,0.0181,0.0045,,232,53824,342,
inclusion,3state1ap0acc_006428_c×3state1ap0acc_025649_c,0.0099,0.0028,,121,14641,326,
inclusion,3state1ap0acc_006438_c×3state1ap0acc_096268,0.0105,0.0031,,73,5329,137,
inclusion,3state1ap0acc_006440×3state1ap0acc_075332,0.028,0.0038,,305,93025,444,
inclusion,3state1ap0acc_006442_c×3state1ap0acc_024770,0.0047,0.0022,,37,1369,102,
inclusion,3state1ap0acc_006442×3state1ap0acc_091214,0.0089,0.0039,,86,7396,158,
inclusion,3state1ap0acc_006456_c×3state1ap0acc_024906,0.0066,0.0025,,53,2809,90,
inclusion,3state1ap0acc_006470×3state1ap0acc_015688,0.0123,0.0033,,149,22201,321,
inclusion,3state1ap0acc_006472_c×3state1ap0acc_012682_c,0.0062,0.0022,,58,3364,106,
inclusion,3state1ap0acc_006472×3state1ap0acc_076074,0.009,0.003,,97,9409,173,
inclusion,3state1ap0acc_006476_c×3state1ap0acc_021920_c,0.0154,0.0033,,155,24025,178,
inclusion,3state1ap0acc_006476_c×3state1ap0acc_029800_c,0.0074,0.0028,,74,5476,129,
inclusion,3state1ap0acc_006478_c×3state1ap0acc_030088_c,0.0073,0.0029,,75,5625,122,
inclusion,3state1ap0acc_006478×3state1ap0acc_081032_c,0.0091,0.0027,,102,10404,364,
inclusion,3state1ap0acc_006488_c×3state1ap0acc_007844,0.0091,0.0022,,69,4761,128,
inclusion,3state1ap0acc_006538_c×3state1ap0acc_092166_c,0.0125,0.0031,,158,24964,296,
inclusion,3state1ap0acc_006538×3state1ap0acc_090856,0.0185,0.0033,,133,17689,309,
inclusion,3state1ap0acc_006570×3state1ap0acc_021930,0.4275,0.0026,,53,2809,134,
inclusion,3state1ap0acc_006660×3state1ap0acc_029772_c,0.0074,0.0032,,64,4096,205,
inclusion,3state1ap0acc_006660×3state1ap0acc_081032,0.8969,0.0029,,84,7056,344,
inclusion,3state1ap0acc_006662×3state1ap0acc_013337_c,0.0139,0.0033,,162,26244,147,
inclusion,3state1ap0acc_006668×3state1ap0acc_079445,0.0092,0.003,,89,7921,164,
inclusion,3state1ap0acc_006670_c×3state1ap0acc_080014_c,0.0119,0.0033,,141,19881,292,
inclusion,3state1ap0acc_006670×3state1ap0acc_106912,0.0157,0.0028,,201,40401,424,
inclusion,3state1ap0acc_006680_c×3state1ap0acc_027196,0.0087,0.0027,,69,4761,147,
inclusion,3state1ap0acc_006680_c×3state1ap0acc_029704,0.0055,0.0025,,51,2601,82,
inclusion,3state1ap0acc_006680_c×3state1ap0acc_030920,0.0105,0.0027,,120,14400,322,
inclusion,3state1ap0acc_006680×3state1ap0acc_030292,0.0104,0.003,,93,8649,214,
inclusion,3state1ap0acc_006684_c×3state1ap0acc_030857,0.0173,0.0034,,213,45369,365,
inclusion,3state1ap0acc_006684_c×3state1ap0acc_071958,0.0118,0.0021,,142,20164,217,
inclusion,3state1ap0acc_006812_c×3state1ap0acc_025253,0.0029,0.0021,,12,144,64,
inclusion,3state1ap0acc_006820_c×3state1ap0acc_030028,0.0049,0.0026,,34,1156,182,
inclusion,3state1ap0acc_006820×3state1ap0acc_073832_c,0.0105,0.0033,,78,6084,134,
inclusion,3state1ap0acc_007176×3state1ap0acc_013401_c,0.007,0.0029,,42,1764,59,
inclusion,3state1ap0acc_007176×3state1ap0acc_090722_c,0.0094,0.0029,,84,7056,166,
inclusion,3state1ap0acc_007178×3state1ap0acc_024752_c,0.0086,0.0025,,78,6084,89,
inclusion,3state1ap0acc_007182_c×3state1ap0acc_074372,0.007,0.0031,,69,4761,126,
inclusion,3state1ap0acc_007188×3state1ap0acc_110756_c,0.0068,0.0027,,66,4356,188,
inclusion,3state1ap0acc_007190×3state1ap0acc_074825_c,0.0151,0.0032,,195,38025,506,
inclusion,3state1ap0acc_007190×3state1ap0acc_096408,0.0203,0.0036,,260,67600,530,
inclusion,3state1ap0acc_007192_c×3state1ap0acc_092184_c,0.0122,0.0029,,144,20736,305,
inclusion,3state1ap0acc_007192×3state1ap0acc_113284_c,0.0047,0.0029,,36,1296,64,
inclusion,3state1ap0acc_007196×3state1ap0acc_071302,0.0804,0.0048,,1023,1046529,1122,
inclusion,3state1ap0acc_007198_c×3state1ap0acc_076072,0.0334,0.004,,435,189225,394,
inclusion,3state1ap0acc_007198×3state1ap0acc_024948,0.0242,0.004,,320,102400,453,
inclusion,3state1ap0acc_007206_c×3state1ap0acc_021928_c,0.0127,0.003,,115,13225,244,
inclusion,3state1ap0acc_007206_c×3state1ap0acc_092686_c,0.0098,0.003,,92,8464,243,
inclusion,3state1ap0acc_007300×3state1ap0acc_030120_c,0.0048,0.0029,,37,1369,64,
inclusion,3state1ap0acc_007304×3state1ap0acc_080408_c,0.0114,0.0035,,110,12100,220,
inclusion,3state1ap0acc_007308×3state1ap0acc_075844_c,0.009,0.0029,,74,5476,142,
inclusion,3state1ap0acc_007308×3state1ap0acc_092184,0.0167,0.0042,,187,34969,353,
inclusion,3state1ap0acc_007324_c×3state1ap0acc_013356,0.013,0.0045,,145,21025,294,
inclusion,3state1ap0acc_007336×3state1ap0acc_078356,0.008,0.0031,,64,4096,82,
inclusion,3state1ap0acc_007336×3state1ap0acc_080009_c,0.0135,0.0034,,158,24964,369,
