case,kind,size,MQ,EQ
3state1ap0acc_007708_c,syntactic,51,686,13
3state1ap0acc_007716,syntactic,56,747,17
3state1ap0acc_007716_c,syntactic,51,378,8
3state1ap0acc_007812,syntactic,26,137,4
3state1ap0acc_007812_c,syntactic,23,165,5
3state1ap0acc_007814,syntactic,26,252,8
3state1ap0acc_007814_c,syntactic,23,174,5
3state1ap0acc_007820,syntactic,26,197,6
3state1ap0acc_007820_c,syntactic,23,173,5
3state1ap0acc_007836,syntactic,50,524,12
3state1ap0acc_007836_c,syntactic,45,398,11
3state1ap0acc_007844,syntactic,26,333,10
3state1ap0acc_007844_c,syntactic,23,323,11
3state1ap0acc_008280,syntactic,20,95,4
3state1ap0acc_008280_c,syntactic,18,176,7
3state1ap0acc_008292,syntactic,20,84,3
3state1ap0acc_008292_c,syntactic,18,82,3
3state1ap0acc_012358,syntactic,17,109,5
3state1ap0acc_012358_c,syntactic,16,125,5
3state1ap0acc_012360,syntactic,17,168,7
3state1ap0acc_012360_c,syntactic,16,159,7
3state1ap0acc_012361,syntactic,17,227,10
3state1ap0acc_012361_c,syntactic,16,134,6
3state1ap0acc_012364,syntactic,17,184,8
3state1ap0acc_012364_c,syntactic,16,128,5
3state1ap0acc_012366,syntactic,23,151,4
3state1ap0acc_012366_c,syntactic,21,140,5
3state1ap0acc_012376,syntactic,20,184,8
3state1ap0acc_012376_c,syntactic,18,223,10
3state1ap0acc_012377,syntactic,26,638,21
3state1ap0acc_012377_c,syntactic,24,331,10
3state1ap0acc_012388,syntactic,20,103,4
3state1ap0acc_012388_c,syntactic,18,114,5
3state1ap0acc_012550,syntactic,16,154,7
3state1ap0acc_012550_c,syntactic,15,130,6
3state1ap0acc_012552,syntactic,15,128,5
3state1ap0acc_012553,syntactic,16,146,7
3state1ap0acc_012553_c,syntactic,15,106,4
2state1ap0acc_024,periodic,8,51,4
2state1ap0acc_025,periodic,8,40,3
2state1ap0acc_026,periodic,10,50,3
2state1ap0acc_026_c,periodic,13,66,4
3state1ap0acc_012554,syntactic,22,140,5
3state1ap0acc_012554_c,syntactic,21,138,5
3state1ap0acc_012556,syntactic,15,142,7
3state1ap0acc_012556_c,syntactic,15,106,4
3state1ap0acc_012568,syntactic,18,203,9
3state1ap0acc_012568_c,syntactic,16,128,5
3state1ap0acc_012569,syntactic,24,222,8
3state1ap0acc_012569_c,syntactic,22,159,5
3state1ap0acc_012580,syntactic,18,134,5
3state1ap0acc_012580_c,syntactic,16,108,4
3state1ap0acc_012582,syntactic,24,162,5
3state1ap0acc_012582_c,syntactic,22,172,5
3state1ap0acc_012584,syntactic,34,163,4
3state1ap0acc_012584_c,syntactic,31,168,4
3state1ap0acc_012586,syntactic,31,201,5
3state1ap0acc_012586_c,syntactic,29,160,4
3state1ap0acc_012614,syntactic,26,187,6
3state1ap0acc_012614_c,syntactic,24,167,6
3state1ap0acc_012616,syntactic,23,187,7
3state1ap0acc_012616_c,syntactic,22,155,4
3state1ap0acc_012618,syntactic,14,77,3
3state1ap0acc_012620,syntactic,23,223,9
3state1ap0acc_012620_c,syntactic,22,138,4
3state1ap0acc_012622,syntactic,20,145,4
3state1ap0acc_012622_c,syntactic,20,138,5
3state1ap0acc_012628,syntactic,37,378,10
3state1ap0acc_012628_c,syntactic,34,301,8
3state1ap0acc_012632,syntactic,36,312,6
3state1ap0acc_012632_c,syntactic,32,282,9
3state1ap0acc_012636,syntactic,44,953,25
3state1ap0acc_012636_c,syntactic,40,385,8
3state1ap0acc_012644,syntactic,30,404,12
3state1ap0acc_012644_c,syntactic,27,162,5
3state1ap0acc_012648,syntactic,26,271,9
3state1ap0acc_012648_c,syntactic,24,176,6
3state1ap0acc_012652,syntactic,37,304,7
3state1ap0acc_012652_c,syntactic,34,260,7
3state1ap0acc_012680,syntactic,17,159,7
3state1ap0acc_012680_c,syntactic,16,119,4
3state1ap0acc_012682,syntactic,26,275,9
2state1ap0acc_028,periodic,8,40,3
2state1ap0acc_030,periodic,13,80,5
2state1ap0acc_036,periodic,8,51,4
2state1ap0acc_049,periodic,10,65,5
3state1ap0acc_012682_c,syntactic,24,340,12
3state1ap0acc_012712,syntactic,50,272,5
3state1ap0acc_012712_c,syntactic,46,304,6
3state1ap0acc_012714,syntactic,37,213,5
3state1ap0acc_012714_c,syntactic,34,398,11
3state1ap0acc_012744,syntactic,23,136,4
3state1ap0acc_012744_c,syntactic,21,143,4
3state1ap0acc_013316,syntactic,20,139,6
3state1ap0acc_013316_c,syntactic,18,157,6
3state1ap0acc_013317,syntactic,26,158,6
3state1ap0acc_013317_c,syntactic,24,193,7
3state1ap0acc_013318,syntactic,20,115,5
3state1ap0acc_013318_c,syntactic,18,107,5
3state1ap0acc_013320,syntactic,20,192,9
3state1ap0acc_013320_c,syntactic,18,363,15
3state1ap0acc_013321,syntactic,20,310,12
3state1ap0acc_013321_c,syntactic,18,591,21
3state1ap0acc_013322,syntactic,20,133,5
3state1ap0acc_013322_c,syntactic,18,173,7
3state1ap0acc_013324,syntactic,20,167,8
3state1ap0acc_013324_c,syntactic,18,163,6
3state1ap0acc_013325,syntactic,42,628,18
3state1ap0acc_013325_c,syntactic,38,267,7
3state1ap0acc_013326,syntactic,56,485,10
3state1ap0acc_013326_c,syntactic,51,703,17
3state1ap0acc_013336,syntactic,20,169,6
3state1ap0acc_013336_c,syntactic,18,162,7
3state1ap0acc_013337,syntactic,30,611,20
3state1ap0acc_013337_c,syntactic,27,297,9
3state1ap0acc_013348,syntactic,20,89,3
3state1ap0acc_013348_c,syntactic,18,116,4
3state1ap0acc_013350,syntactic,56,401,6
3state1ap0acc_013350_c,syntactic,51,311,5
3state1ap0acc_013352,syntactic,37,225,5
3state1ap0acc_013352_c,syntactic,34,209,6
3state1ap0acc_013354,syntactic,26,303,11
3state1ap0acc_013354_c,syntactic,24,223,7
3state1ap0acc_013356,syntactic,65,463,6
3state1ap0acc_013356_c,syntactic,59,227,4
3state1ap0acc_013358,syntactic,26,157,4
2state1ap0acc_052,periodic,14,111,7
2state1ap0acc_052_c,periodic,10,55,4
2state1ap0acc_053,periodic,16,134,8
2state1ap0acc_053_c,periodic,13,66,4
3state1ap0acc_013358_c,syntactic,23,143,4
3state1ap0acc_013380,syntactic,50,332,9
3state1ap0acc_013380_c,syntactic,46,240,5
3state1ap0acc_013384,syntactic,37,222,7
3state1ap0acc_013384_c,syntactic,34,450,16
3state1ap0acc_013385,syntactic,37,488,14
3state1ap0acc_013385_c,syntactic,34,339,9
3state1ap0acc_013388,syntactic,45,480,14
3state1ap0acc_013388_c,syntactic,42,588,14
3state1ap0acc_013389,syntactic,45,731,19
3state1ap0acc_013389_c,syntactic,42,346,9
3state1ap0acc_013400,syntactic,36,395,11
3state1ap0acc_013400_c,syntactic,32,261,7
3state1ap0acc_013401,syntactic,26,392,15
3state1ap0acc_013401_c,syntactic,24,230,8
3state1ap0acc_013412,syntactic,56,529,10
3state1ap0acc_013412_c,syntactic,51,322,6
3state1ap0acc_013420,syntactic,59,439,6
3state1ap0acc_013420_c,syntactic,54,457,11
3state1ap0acc_013444,syntactic,20,89,3
3state1ap0acc_013444_c,syntactic,18,85,3
3state1ap0acc_013448,syntactic,20,170,7
3state1ap0acc_013448_c,syntactic,18,405,16
3state1ap0acc_013576,syntactic,50,558,13
3state1ap0acc_013576_c,syntactic,46,857,22
3state1ap0acc_013577,syntactic,50,363,8
3state1ap0acc_013577_c,syntactic,46,311,7
3state1ap0acc_013578,syntactic,37,231,5
3state1ap0acc_013578_c,syntactic,34,285,7
3state1ap0acc_013580,syntactic,50,472,12
3state1ap0acc_013580_c,syntactic,-1,-1,-1
3state1ap0acc_013581,syntactic,50,354,8
3state1ap0acc_013581_c,syntactic,46,348,7
3state1ap0acc_013582,syntactic,50,463,10
3state1ap0acc_013582_c,syntactic,46,588,16
3state1ap0acc_013592,syntactic,56,466,7
3state1ap0acc_013592_c,syntactic,51,441,8
3state1ap0acc_013604,syntactic,-1,-1,-1
3state1ap0acc_013604_c,syntactic,66,240,4
3state1ap0acc_013606,syntactic,65,548,7
2state1ap0acc_082,periodic,11,51,3
2state1ap0acc_082_c,periodic,11,51,3
2state1ap0acc_086,periodic,23,216,9
2state1ap0acc_086_c,periodic,16,116,7
3state1ap0acc_013606_c,syntactic,60,338,5
3state1ap0acc_013612,syntactic,33,245,5
3state1ap0acc_013612_c,syntactic,30,155,4
3state1ap0acc_013614,syntactic,33,246,5
3state1ap0acc_013614_c,syntactic,30,163,4
3state1ap0acc_013640,syntactic,33,214,7
3state1ap0acc_013640_c,syntactic,31,279,8
3state1ap0acc_013641,syntactic,34,254,7
3state1ap0acc_013641_c,syntactic,31,209,6
3state1ap0acc_013644,syntactic,33,711,20
3state1ap0acc_013644_c,syntactic,31,271,8
3state1ap0acc_013645,syntactic,33,220,7
3state1ap0acc_013645_c,syntactic,31,209,6
3state1ap0acc_013668,syntactic,56,1488,23
3state1ap0acc_013668_c,syntactic,51,373,9
3state1ap0acc_013676,syntactic,30,239,5
3state1ap0acc_013676_c,syntactic,28,359,14
3state1ap0acc_013704,syntactic,50,304,8
3state1ap0acc_013704_c,syntactic,46,306,6
3state1ap0acc_013828,syntactic,20,89,3
3state1ap0acc_013828_c,syntactic,18,138,5
3state1ap0acc_013829,syntactic,42,780,14
3state1ap0acc_013829_c,syntactic,38,1205,19
3state1ap0acc_013844,syntactic,72,390,7
3state1ap0acc_013844_c,syntactic,66,662,12
3state1ap0acc_013845,syntactic,42,264,7
3state1ap0acc_013845_c,syntactic,38,1783,28
3state1ap0acc_013864,syntactic,56,286,5
3state1ap0acc_013864_c,syntactic,51,293,5
3state1ap0acc_013892,syntactic,50,1628,30
3state1ap0acc_013892_c,syntactic,46,381,8
3state1ap0acc_013893,syntactic,50,1426,32
3state1ap0acc_013893_c,syntactic,46,1345,25
3state1ap0acc_013908,syntactic,65,1112,25
3state1ap0acc_013908_c,syntactic,60,420,8
3state1ap0acc_013909,syntactic,50,319,6
3state1ap0acc_013909_c,syntactic,46,420,11
3state1ap0acc_013956,syntactic,56,307,6
3state1ap0acc_013956_c,syntactic,51,354,6
3state1ap0acc_013972,syntactic,50,427,8
2state1ap0acc_097,periodic,10,65,5
2state1ap0acc_098,periodic,9,53,4
2state1ap0acc_100,periodic,13,113,7
2state1ap0acc_104,periodic,14,101,6
3state1ap0acc_013972_c,syntactic,46,380,8
3state1ap0acc_013992,syntactic,56,288,5
3state1ap0acc_013992_c,syntactic,51,293,5
3state1ap0acc_014020,syntactic,33,236,6
3state1ap0acc_014020_c,syntactic,30,205,6
3state1ap0acc_015364,syntactic,20,366,13
3state1ap0acc_015364_c,syntactic,18,192,8
3state1ap0acc_015365,syntactic,42,1250,30
3state1ap0acc_015365_c,syntactic,38,856,16
3state1ap0acc_015380,syntactic,37,259,8
3state1ap0acc_015380_c,syntactic,34,284,8
3state1ap0acc_015428,syntactic,56,688,17
3state1ap0acc_015428_c,syntactic,51,467,9
3state1ap0acc_015432,syntactic,56,1451,33
3state1ap0acc_015432_c,syntactic,51,423,8
3state1ap0acc_015624,syntactic,65,331,7
3state1ap0acc_015624_c,syntactic,59,453,8
3state1ap0acc_015626,syntactic,45,334,6
3state1ap0acc_015626_c,syntactic,41,336,9
3state1ap0acc_015688,syntactic,26,159,4
3state1ap0acc_015688_c,syntactic,23,166,5
3state1ap0acc_015752,syntactic,59,483,8
3state1ap0acc_015752_c,syntactic,54,404,8
3state1ap0acc_020550,syntactic,24,445,14
3state1ap0acc_020550_c,syntactic,22,208,7
3state1ap0acc_020552,syntactic,23,243,9
3state1ap0acc_020552_c,syntactic,22,149,4
3state1ap0acc_020556,syntactic,24,486,15
3state1ap0acc_020556_c,syntactic,22,376,13
3state1ap0acc_020568,syntactic,30,747,19
3state1ap0acc_020568_c,syntactic,27,538,15
3state1ap0acc_020617,syntactic,24,202,7
3state1ap0acc_020617_c,syntactic,22,191,7
3state1ap0acc_020620,syntactic,24,323,10
3state1ap0acc_020620_c,syntactic,22,295,11
3state1ap0acc_020633,syntactic,50,1114,27
3state1ap0acc_020633_c,syntactic,46,264,6
3state1ap0acc_020636,syntactic,37,454,13
3state1ap0acc_020636_c,syntactic,34,331,10
3state1ap0acc_020644,syntactic,42,809,22
2state1ap0acc_104_c,periodic,10,57,4
2state1ap0acc_106,periodic,17,133,8
2state1ap0acc_106_c,periodic,13,85,5
2state1ap0acc_120,periodic,13,68,4
3state1ap0acc_020644_c,syntactic,38,463,13
3state1ap0acc_020652,syntactic,50,1966,42
3state1ap0acc_020652_c,syntactic,46,819,21
3state1ap0acc_020696,syntactic,56,1734,35
3state1ap0acc_020696_c,syntactic,51,2004,28
3state1ap0acc_020712,syntactic,37,314,8
3state1ap0acc_020712_c,syntactic,34,321,9
3state1ap0acc_020728,syntactic,50,491,12
3state1ap0acc_020728_c,syntactic,45,375,7
3state1ap0acc_020738,syntactic,21,138,4
3state1ap0acc_020738_c,syntactic,20,132,4
3state1ap0acc_020874,syntactic,26,214,7
3state1ap0acc_020874_c,syntactic,24,202,7
3state1ap0acc_020888,syntactic,-1,-1,-1
3state1ap0acc_020888_c,syntactic,38,1278,22
3state1ap0acc_020890,syntactic,30,506,16
3state1ap0acc_020890_c,syntactic,27,208,7
3state1ap0acc_020896,syntactic,42,368,12
3state1ap0acc_020896_c,syntactic,38,168,4
3state1ap0acc_020898,syntactic,37,304,8
3state1ap0acc_020898_c,syntactic,34,213,6
3state1ap0acc_020904,syntactic,50,300,7
3state1ap0acc_020904_c,syntactic,46,246,6
3state1ap0acc_020912,syntactic,56,1168,25
3state1ap0acc_020912_c,syntactic,51,256,5
3state1ap0acc_020914,syntactic,37,276,6
3state1ap0acc_020914_c,syntactic,33,287,8
3state1ap0acc_020920,syntactic,37,276,6
3state1ap0acc_020920_c,syntactic,33,287,8
3state1ap0acc_021009,syntactic,29,226,5
3state1ap0acc_021009_c,syntactic,28,212,5
3state1ap0acc_021025,syntactic,38,283,9
3state1ap0acc_021025_c,syntactic,34,158,4
3state1ap0acc_021041,syntactic,51,408,10
3state1ap0acc_021041_c,syntactic,46,313,7
3state1ap0acc_021072,syntactic,56,647,18
3state1ap0acc_021072_c,syntactic,51,603,17
3state1ap0acc_021073,syntactic,45,884,25
3state1ap0acc_021073_c,syntactic,42,411,12
3state1ap0acc_021080,syntactic,30,735,18
2state1ap0acc_122,periodic,12,64,4
2state1ap1acc_00262,periodic,7,39,3
2state1ap1acc_00262_c,periodic,12,71,5
2state1ap1acc_00265,periodic,8,40,3
3state1ap0acc_021080_c,syntactic,27,331,12
3state1ap0acc_021088,syntactic,42,1446,29
3state1ap0acc_021088_c,syntactic,38,1235,25
3state1ap0acc_021089,syntactic,42,1748,35
3state1ap0acc_021089_c,syntactic,38,236,5
3state1ap0acc_021092,syntactic,42,615,16
3state1ap0acc_021092_c,syntactic,38,840,16
3state1ap0acc_021093,syntactic,42,966,20
3state1ap0acc_021093_c,syntactic,38,334,10
3state1ap0acc_021096,syntactic,37,987,22
3state1ap0acc_021096_c,syntactic,34,346,10
3state1ap0acc_021104,syntactic,72,2126,43
3state1ap0acc_021104_c,syntactic,66,3676,32
3state1ap0acc_021105,syntactic,72,1574,34
3state1ap0acc_021105_c,syntactic,66,569,14
3state1ap0acc_021108,syntactic,42,818,19
3state1ap0acc_021108_c,syntactic,38,1614,20
3state1ap0acc_021112,syntactic,42,1139,28
3state1ap0acc_021112_c,syntactic,38,632,20
3state1ap0acc_021145,syntactic,37,425,10
3state1ap0acc_021145_c,syntactic,34,401,10
3state1ap0acc_021208,syntactic,56,1433,29
3state1ap0acc_021208_c,syntactic,51,1306,29
3state1ap0acc_021224,syntactic,37,882,19
3state1ap0acc_021224_c,syntactic,34,242,6
3state1ap0acc_021542,syntactic,37,503,14
3state1ap0acc_021542_c,syntactic,34,229,6
3state1ap0acc_021657,syntactic,-1,-1,-1
3state1ap0acc_021657_c,syntactic,51,1709,29
3state1ap0acc_021660,syntactic,56,2370,49
3state1ap0acc_021660_c,syntactic,51,886,22
3state1ap0acc_021668,syntactic,72,3393,60
3state1ap0acc_021668_c,syntactic,66,1586,23
3state1ap0acc_021670,syntactic,72,3632,66
3state1ap0acc_021670_c,syntactic,66,1559,28
3state1ap0acc_021676,syntactic,50,464,10
3state1ap0acc_021676_c,syntactic,45,379,7
3state1ap0acc_021678,syntactic,50,389,10
3state1ap0acc_021678_c,syntactic,45,375,7
3state1ap0acc_021736,syntactic,41,337,8
2state1ap1acc_00265_c,periodic,11,66,5
2state1ap1acc_00280,periodic,8,40,3
2state1ap1acc_00280_c,periodic,13,76,5
2state1ap1acc_00284,periodic,10,64,5
3state1ap0acc_021736_c,syntactic,37,332,8
3state1ap0acc_021752,syntactic,50,491,12
3state1ap0acc_021752_c,syntactic,45,375,7
3state1ap0acc_021778,syntactic,42,699,15
3state1ap0acc_021778_c,syntactic,38,332,8
3state1ap0acc_021914,syntactic,42,787,20
3state1ap0acc_021914_c,syntactic,38,862,23
3state1ap0acc_021920,syntactic,56,807,19
3state1ap0acc_021920_c,syntactic,51,254,5
3state1ap0acc_021922,syntactic,50,870,20
3state1ap0acc_021922_c,syntactic,46,367,8
3state1ap0acc_021928,syntactic,30,210,5
3state1ap0acc_021928_c,syntactic,28,217,6
3state1ap0acc_021930,syntactic,27,204,5
3state1ap0acc_021930_c,syntactic,27,214,6
3state1ap0acc_021936,syntactic,56,1198,26
3state1ap0acc_021936_c,syntactic,51,333,6
3state1ap0acc_021938,syntactic,37,276,6
3state1ap0acc_021938_c,syntactic,33,250,6
3state1ap0acc_021944,syntactic,37,276,6
3state1ap0acc_021944_c,syntactic,33,250,6
3state1ap0acc_022049,syntactic,56,1093,23
3state1ap0acc_022049_c,syntactic,51,271,5
3state1ap0acc_022065,syntactic,56,1085,23
3state1ap0acc_022065_c,syntactic,51,271,5
3state1ap0acc_022112,syntactic,56,3545,51
3state1ap0acc_022112_c,syntactic,51,323,6
3state1ap0acc_022128,syntactic,56,690,14
3state1ap0acc_022128_c,syntactic,51,320,6
3state1ap0acc_022632,syntactic,30,326,11
3state1ap0acc_022632_c,syntactic,27,222,7
3state1ap0acc_023089,syntactic,42,759,18
3state1ap0acc_023089_c,syntactic,38,328,8
3state1ap0acc_024642,syntactic,15,140,6
3state1ap0acc_024648,syntactic,17,202,8
3state1ap0acc_024648_c,syntactic,16,122,4
3state1ap0acc_024649,syntactic,17,142,5
3state1ap0acc_024649_c,syntactic,16,88,4
3state1ap0acc_024650,syntactic,23,163,6
3state1ap0acc_024650_c,syntactic,22,190,7
2state1ap1acc_00284_c,periodic,13,101,6
2state1ap1acc_00292,periodic,9,55,4
2state1ap1acc_00292_c,periodic,12,72,5
2state1ap1acc_00296,periodic,13,78,5
1state2ap2acc_04672,periodic,7,83,4
1state2ap2acc_04672_c,periodic,8,67,3
1state2ap2acc_04680,periodic,4,34,2
1state2ap2acc_04680_c,periodic,5,42,2
3state1ap0acc_024652,syntactic,17,237,11
3state1ap0acc_024652_c,syntactic,16,135,5
3state1ap0acc_024654,syntactic,23,251,9
3state1ap0acc_024654_c,syntactic,21,197,8
3state1ap0acc_024656,syntactic,20,126,5
3state1ap0acc_024656_c,syntactic,18,139,5
3state1ap0acc_024657,syntactic,23,139,5
3state1ap0acc_024657_c,syntactic,22,142,4
3state1ap0acc_024658,syntactic,20,125,5
3state1ap0acc_024658_c,syntactic,18,96,4
3state1ap0acc_024660,syntactic,45,264,6
3state1ap0acc_024660_c,syntactic,42,232,5
3state1ap0acc_024664,syntactic,20,105,4
3state1ap0acc_024664_c,syntactic,18,85,3
3state1ap0acc_024665,syntactic,26,223,8
3state1ap0acc_024665_c,syntactic,24,145,4
3state1ap0acc_024666,syntactic,56,485,11
3state1ap0acc_024666_c,syntactic,51,425,9
3state1ap0acc_024668,syntactic,50,457,10
3state1ap0acc_024668_c,syntactic,46,349,6
3state1ap0acc_024672,syntactic,20,197,8
3state1ap0acc_024672_c,syntactic,18,194,8
3state1ap0acc_024673,syntactic,20,198,8
3state1ap0acc_024673_c,syntactic,18,96,4
3state1ap0acc_024674,syntactic,26,384,14
3state1ap0acc_024674_c,syntactic,24,318,12
3state1ap0acc_024680,syntactic,33,303,11
3state1ap0acc_024680_c,syntactic,31,225,7
3state1ap0acc_024682,syntactic,33,280,9
3state1ap0acc_024682_c,syntactic,31,281,9
3state1ap0acc_024684,syntactic,37,294,9
3state1ap0acc_024684_c,syntactic,34,240,8
3state1ap0acc_024688,syntactic,20,126,5
3state1ap0acc_024688_c,syntactic,18,80,3
3state1ap0acc_024689,syntactic,26,145,5
3state1ap0acc_024689_c,syntactic,23,142,4
3state1ap0acc_024690,syntactic,56,531,13
3state1ap0acc_024690_c,syntactic,51,364,6
3state1ap0acc_024692,syntactic,72,883,21
3state1ap0acc_024692_c,syntactic,66,484,8
2state1ap1acc_00296_c,periodic,15,83,5
2state1ap1acc_00300,periodic,10,66,5
2state1ap1acc_00300_c,periodic,13,75,5
2state1ap1acc_00312,periodic,11,64,4
3state1ap0acc_024696,syntactic,65,1523,29
3state1ap0acc_024696_c,syntactic,59,472,9
3state1ap0acc_024698,syntactic,26,256,9
3state1ap0acc_024698_c,syntactic,23,177,6
3state1ap0acc_024705,syntactic,15,119,5
3state1ap0acc_024707,syntactic,14,110,4
3state1ap0acc_024708,syntactic,17,95,4
3state1ap0acc_024708_c,syntactic,16,110,5
3state1ap0acc_024709,syntactic,23,155,5
3state1ap0acc_024709_c,syntactic,22,296,11
3state1ap0acc_024713,syntactic,17,166,8
3state1ap0acc_024713_c,syntactic,16,112,4
3state1ap0acc_024716,syntactic,17,83,3
3state1ap0acc_024716_c,syntactic,16,91,4
3state1ap0acc_024717,syntactic,23,151,4
3state1ap0acc_024717_c,syntactic,21,163,6
3state1ap0acc_024720,syntactic,20,105,4
3state1ap0acc_024720_c,syntactic,18,227,9
3state1ap0acc_024722,syntactic,20,205,8
3state1ap0acc_024722_c,syntactic,18,149,6
3state1ap0acc_024728,syntactic,20,89,3
3state1ap0acc_024728_c,syntactic,18,243,9
3state1ap0acc_024736,syntactic,20,164,7
3state1ap0acc_024736_c,syntactic,18,215,9
3state1ap0acc_024737,syntactic,20,215,9
3state1ap0acc_024737_c,syntactic,18,137,5
3state1ap0acc_024738,syntactic,26,490,17
3state1ap0acc_024738_c,syntactic,24,194,7
3state1ap0acc_024741,syntactic,26,194,5
3state1ap0acc_024741_c,syntactic,23,210,8
3state1ap0acc_024752,syntactic,20,113,4
3state1ap0acc_024752_c,syntactic,18,159,6
3state1ap0acc_024769,syntactic,15,132,6
3state1ap0acc_024769_c,syntactic,15,104,4
3state1ap0acc_024770,syntactic,15,128,6
3state1ap0acc_024770_c,syntactic,15,108,4
3state1ap0acc_024773,syntactic,23,153,4
3state1ap0acc_024773_c,syntactic,22,143,4
3state1ap0acc_024778,syntactic,23,230,9
3state1ap0acc_024778_c,syntactic,22,201,8
2state1ap1acc_00312_c,periodic,13,78,5
2state1ap1acc_01090,periodic,9,69,5
2state1ap1acc_01120,periodic,8,51,4
2state1ap1acc_01122,periodic,10,50,3
3state1ap0acc_024784,syntactic,20,89,3
3state1ap0acc_024784_c,syntactic,18,95,4
3state1ap0acc_024800,syntactic,20,234,10
3state1ap0acc_024800_c,syntactic,18,251,11
3state1ap0acc_024802,syntactic,26,386,13
3state1ap0acc_024802_c,syntactic,24,222,8
